,id,identifier,formula,temperature,efermi,e_per_atom,ele_cell,med_mass,var_mass,med_raio,var_raio,med_ele,var_ele,med_val,var_val,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,p1,p2,p3,p4,p5,p6,p7,e_l1,e_l2,e_l3,e_l4,e_l5,e_l6,e_l7,tetragonal,trigonal,orthorhombic,cubic,monoclinic,triclinic,hexagonal,⟨S²σ⟩,κₑᵉ
1428,5e5ec7b63a172d2456df06a4,mp-568785,NaAl3NiCl12,300,-0.67240204,-1.824379742565883,68,36.02942697,191.47122454616698,1.35,0.08375,1.9025,0.6531687500000001,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,8,32,27,2,0,0,0,0,0,0,0,1,0,0,0.0295395,0.509289
1430,5e5ec7b63a172d2456df06a6,mp-753945,ClOF3,300,-2.71441489,-1.055072886616,20,23.483601066666665,73.1322587782423,0.7000000000000001,0.04666666666666667,3.526666666666667,0.1158222222222222,1.3333333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,6,21,7,0,0,0,0,0,0,0,0,0,1,0,0.646469,18.7183
1432,5e5ec7b63a172d2456df06a8,mp-780883,Mn3(OF2)2,300,1.31180853,-2.548342546682222,18,29.978616066666664,312.98554970466034,0.8333333333333334,0.16222222222222218,2.99,1.0854,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,13,2,0,0,0,0,0,0,0,1,0,0,14.5667,18741.0
1433,5e5ec7b63a172d2456df06a9,mp-17433,NaSr4(SbO4)3,300,3.19805353,-2.588689063724999,40,62.09229232,1966.365307424577,1.4625,0.28671875,1.8425,1.05606875,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,8,30,37,26,7,0,0,0,0,0,0,1,0,0,9.24775,943.949
1434,5e5ec7b63a172d2456df06aa,mp-568656,SiC,300,8.02953942,-0.2048989493750014,20,20.048099999999998,64.59979876,0.9,0.04000000000000003,2.2249999999999996,0.10562499999999997,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,12,4,0,0,0,0,0,1,0,0,0,0,0,14.5361,1008.65
1435,5e5ec7b63a172d2456df06ab,mp-38802,Ga2CoO4,300,3.49866495,-2.0391359378571434,14,48.21853166666667,538.4395380000054,1.0833333333333333,0.11722222222222224,2.376666666666667,0.5661555555555555,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,6,22,33,5,0,0,0,0,0,1,0,0,0,0,8.71904,2166.22
1437,5e5ec7b73a172d2456df06ad,mp-3795,NaZnF3,300,-1.11733823,-2.780389894614,20,35.799057493333336,441.029514821482,1.2166666666666666,0.29055555555555557,2.186666666666667,1.694422222222222,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,6,23,19,2,0,0,0,0,0,1,0,0,0,0,9.20036,1044.78
1439,5e5ec7b73a172d2456df06af,mp-560653,RbNaLi6(SiO4)2,300,0.96498508,-2.629471853046935,36,31.896693855999995,767.8465050561381,1.4599999999999997,0.3554,1.614,0.9832639999999999,0.8,0.9600000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,10,31,23,8,1,0,0,0,0,0,0,1,0,0,8.91408,1005.31
1440,5e5ec7b73a172d2456df06b0,mp-18779,Na2CrO4,300,-0.62033101,-2.0068284955714284,14,30.32842309333333,242.8883217109759,1.2666666666666666,0.24888888888888894,2.01,1.1112666666666666,1.3333333333333333,0.888888888888889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,14,1,0,0,0,0,0,1,0,0,0,0,3.06393,125.215
1445,5e5ec7b83a172d2456df06b5,mp-735022,SrPHO4,300,1.06174807,-2.858773569216122,112,33.9002755,1074.1800899831608,0.9625,0.4292187500000001,2.1950000000000003,0.775025,0.25,0.1875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,7,22,23,8,2,0,0,0,0,1,0,0,0,0,10.1209,882.561
1448,5e5ec7b83a172d2456df06b8,mp-626829,ReH3O5,300,-0.69107372,-1.6569856841233337,18,67.73811333333333,7054.895866175022,0.7333333333333334,0.2105555555555556,2.5133333333333336,0.44435555555555545,0.3333333333333333,0.22222222222222224,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,5,14,18,32,13,2,0,0,0,0,0,0,1,0,1.84927,69.9289
1450,5e5ec7b83a172d2456df06ba,mp-19146,CrPbO4,300,1.44046287,-1.752860065416666,24,91.73183333333333,6882.409158495556,1.2666666666666666,0.24888888888888894,2.4766666666666666,0.5388222222222222,0.6666666666666666,0.888888888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,6,22,31,33,18,4,0,0,0,0,0,1,0,0,6.65234,458.55
1453,5e5ec7b93a172d2456df06bd,mp-4961,Na2HgO2,300,0.70686419,-1.3504260773000003,5,79.85972309333333,7296.044091425333,1.3,0.26,2.123333333333333,1.057622222222222,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,6,22,19,32,18,2,0,1,0,0,0,0,0,0,9.11542,936.997
1454,5e5ec7b93a172d2456df06be,mp-20327,TiP2,300,9.41390793,-0.8173499019841266,12,39.420381,71.34537253116098,1.2,0.03999999999999998,1.865,0.10562499999999997,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,16,15,2,0,0,0,0,0,1,0,0,0,0,47.2142,183773000.0
1455,5e5ec7b93a172d2456df06bf,mp-704942,Li2Cr(PO3)5,300,0.46500542,-2.629496793563665,46,26.477565499999997,290.7201824438708,1.1125,0.11796875,2.0675,0.8118687499999999,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,23,18,1,0,0,0,0,0,0,0,1,0,0,5.77932,216.975
1456,5e5ec7b93a172d2456df06c0,mp-686571,Ca10P6ClO24F,300,2.01579238,-3.3803659783882654,84,28.30051304,86.97203166127284,0.9800000000000001,0.2096,2.754,1.106624,0.8,0.9600000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,10,37,20,2,0,0,0,0,1,0,0,0,0,0,8.77533,1013.85
1457,5e5ec7b93a172d2456df06c1,mp-757131,Sn(PO3)4,300,1.47529544,-2.4883727678571423,34,55.22772066666666,2052.371814228854,1.0166666666666666,0.12055555555555554,2.53,0.42286666666666667,1.3333333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,6,22,23,18,4,0,0,0,0,0,0,1,0,0,6.62303,575.15
1458,5e5ec7b93a172d2456df06c2,mp-19260,Li2WO4,300,0.74231694,-2.3591447578571425,14,68.9268,6616.1975355466675,1.1333333333333335,0.1438888888888889,2.26,1.0136,0.6666666666666666,0.888888888888889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6,15,18,32,12,2,0,0,0,0,0,1,0,0,2.71015,78.7551
1460,5e5ec7ba3a172d2456df06c4,mp-752735,PdO2,300,4.03772932,-0.5206867924999999,3,61.2097,2043.97122609,1.0,0.15999999999999998,2.8200000000000003,0.38439999999999985,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,14,18,18,0,0,0,0,0,0,1,0,0,0,2.18604,1296660000.0
1462,5e5ec7ba3a172d2456df06c6,mp-978273,Mg3Cd,300,3.45042091,-0.04974128624999996,4,68.358,1940.666809,1.525,0.0006250000000000011,1.5,0.03609999999999998,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,16,20,18,2,0,0,0,0,0,1,0,0,0,3.63359,3383120000.0
1463,5e5ec7ba3a172d2456df06c7,mp-3443,Cd(GaO2)2,300,1.50057448,-2.055516686428571,14,66.04446666666666,1555.9652395022222,1.1500000000000001,0.16166666666666668,2.313333333333333,0.6370888888888889,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,6,22,36,21,2,0,0,0,0,0,1,0,0,0,11.3073,2931.67
1467,5e5ec7ba3a172d2456df06cb,mp-15417,K2GaP2,300,1.68149742,-0.4628651848071428,40,46.598354,278.3759792648986,1.5,0.26000000000000006,1.6066666666666667,0.3334888888888889,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,6,24,31,4,0,0,0,0,0,0,0,1,0,0,8.46654,757.826
1468,5e5ec7ba3a172d2456df06cc,mp-505499,Ta4BTe8,300,5.70771316,-0.41787884051281965,26,106.45295999999998,5048.024973069867,1.2333333333333332,0.07388888888888888,1.8800000000000001,0.07280000000000002,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,6,19,36,50,17,2,0,0,0,1,0,0,0,0,6.08691,153681000.0
1469,5e5ec7bb3a172d2456df06cd,mp-981390,HgBi3,300,5.48237542,0.14359997624999954,4,204.7852,17.599703039999998,1.55,0.0025000000000000044,2.01,0.00010000000000000018,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,16,36,64,36,7,0,0,0,0,1,0,0,0,9.21998,1680670000.0
1472,5e5ec7bb3a172d2456df06d0,mp-19516,Al2(WO4)3,300,-0.49809101,-2.503119322058825,68,75.60697953333333,5877.294587707212,1.0666666666666667,0.11055555555555559,2.47,0.5641999999999999,1.3333333333333333,0.888888888888889,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,6,22,21,32,12,2,0,0,0,1,0,0,0,0,1.40823,65.4285
1475,5e5ec7bb3a172d2456df06d3,mp-766931,Li2Si2NiO6,300,2.56853992,-2.574611046136363,66,27.429824999999997,382.07189926187493,1.125,0.108125,2.0575,0.77971875,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,8,23,20,2,0,0,0,0,0,1,0,0,0,0,3.37667,172.955
1476,5e5ec7bb3a172d2456df06d4,mp-977113,MgPdAu2,300,4.8740298,-0.43795845999999994,4,109.23052299999999,4972.6190880237245,1.4166666666666667,0.003888888888888886,2.016666666666667,0.26895555555555556,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,24,38,50,18,1,0,0,0,0,1,0,0,0,10.108,2853400000.0
1478,5e5ec7bc3a172d2456df06d6,mp-30444,Be22W,300,4.83154945,-0.05025522934782662,46,96.426091,7641.191486660282,1.2000000000000002,0.022500000000000006,1.9649999999999999,0.1560249999999999,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,10,18,32,12,2,0,0,0,0,1,0,0,0,0.547191,644473000.0
1479,5e5ec7bc3a172d2456df06d7,mp-19330,CaMoO4,300,1.54809249,-2.714932531666667,12,50.67246666666667,1121.2046167022222,1.2833333333333332,0.2538888888888889,2.1999999999999997,0.9930666666666665,0.6666666666666666,0.888888888888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,6,22,26,15,1,0,0,1,0,0,0,0,0,0,3.38506,161.976
1480,5e5ec7bc3a172d2456df06d8,mp-19421,FeWO4,300,3.06617896,-2.094879409166667,12,85.22813333333333,5126.76209696889,1.1166666666666667,0.1338888888888889,2.543333333333333,0.4488222222222222,0.6666666666666666,0.888888888888889,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,32,34,12,2,0,0,0,0,0,1,0,0,3.37003,149.48
1482,5e5ec7bc3a172d2456df06da,mp-735808,Na2Ca29ZrSi16(O7F2)8,300,5.09246682,-3.069619567025334,120,36.22917874666667,664.4981383933101,1.225,0.283125,2.0966666666666667,1.4236222222222221,0.6666666666666666,0.888888888888889,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,12,45,31,12,2,0,0,0,0,0,0,0,1,0,1.03581,23.9663
1493,5e5ec7bd3a172d2456df06e5,mp-759939,AgGeO3,300,2.90076797,-1.3324571705833335,10,65.50253333333333,1432.1177841155557,1.1500000000000001,0.17166666666666672,2.4599999999999995,0.4812666666666667,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,6,22,36,22,1,0,0,0,0,1,0,0,0,0,48.451,169098000.0
1495,5e5ec7be3a172d2456df06e7,mp-553914,KCdCu7Se2Cl9O8,300,1.437423,-1.1204611978402679,56,57.577949999999994,1009.8766253391667,1.3083333333333333,0.24618055555555562,2.2600000000000002,0.8024333333333334,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,12,46,69,26,2,0,0,0,0,0,0,0,0,1,5.09656,40065300.0
1496,5e5ec7be3a172d2456df06e8,mp-551092,KLiZnO2,300,0.52147685,-1.8242997701,10,31.861925000000003,512.6108916068752,1.4,0.32125000000000004,1.7225000000000001,1.0802187500000002,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,26,3,0,0,0,0,0,0,0,1,0,0,9.91369,1429.62
1498,5e5ec7be3a172d2456df06ea,mp-16610,Ge3Os2,300,6.67903443,-0.0749702659999997,40,131.435,3456.8520249999992,1.275,0.0006250000000000011,2.105,0.009025000000000036,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,16,36,36,14,2,0,0,0,1,0,0,0,0,11.0889,1260.64
1499,5e5ec7be3a172d2456df06eb,mp-22050,Hf2In5,300,7.22956849,-0.1309082030952382,14,146.654,1013.5308960000003,1.55,0.0,1.54,0.0576,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,16,36,50,13,2,0,1,0,0,0,0,0,0,68.2328,478875000.0
1500,5e5ec7be3a172d2456df06ec,mp-8597,ScB2C,300,6.70764759,-0.575035226770833,32,22.592537333333336,250.30014325585418,1.05,0.15500000000000005,1.9833333333333334,0.2376222222222221,0.6666666666666666,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,6,15,9,2,0,0,0,1,0,0,0,0,0,0,175.142,133750000.0
1501,5e5ec7be3a172d2456df06ed,mp-31362,Na3YCl6,300,-0.77267406,-2.346328147806,20,49.11620642666667,817.4965545097785,1.5333333333333332,0.14222222222222222,1.7699999999999998,0.9800666666666668,0.6666666666666666,0.888888888888889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,24,26,9,2,0,0,0,0,0,0,1,0,0,1.8504,66.8761
1503,5e5ec7bf3a172d2456df06ef,mp-560789,SbI(ClF3)2,300,-0.48364984,-2.025060310616,40,75.7789683,2394.572123170263,1.0875,0.14546874999999998,2.9625,0.4996187500000001,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,8,31,43,36,12,0,0,0,0,1,0,0,0,0,4.68447,221.837
1504,5e5ec7bf3a172d2456df06f0,mp-22646,InPd2,300,6.83327674,-0.5169498186111117,12,110.619,17.631600999999982,1.475,0.00562500000000001,1.9900000000000002,0.04410000000000003,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,16,36,36,3,0,0,0,0,1,0,0,0,0,34.1185,951049000.0
1505,5e5ec7bf3a172d2456df06f1,mp-22625,Cr2CuTe4,300,5.66940373,-0.21196212785714255,14,81.04736666666666,1105.8072001355554,1.3833333333333335,0.0005555555555555517,1.8866666666666667,0.03235555555555558,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,24,49,20,6,0,0,0,0,0,1,0,0,0,5.35091,217823000.0
1506,5e5ec7bf3a172d2456df06f2,mp-690799,Zr(TiH2)2,300,4.59471942,-0.5574226739733338,14,46.699646666666666,1357.1709372230225,1.0666666666666667,0.33722222222222226,1.6900000000000002,0.13740000000000002,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,16,28,12,2,0,0,0,0,0,1,0,0,0,19.4012,5246050.0
1507,5e5ec7bf3a172d2456df06f3,mp-27351,SbN3Cl4,300,-1.41933235,-0.5737924875224989,32,57.07323333333334,2168.846188175556,1.0333333333333334,0.10722222222222222,2.75,0.24740000000000015,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,6,21,25,18,5,0,0,0,0,0,0,1,0,0,3.96935,218.514
1510,5e5ec7c03a172d2456df06f6,mp-24155,ZrH2,300,4.57199691,-0.64543425908,3,46.115970000000004,2034.7343704809005,0.9,0.42250000000000004,1.7650000000000001,0.18922500000000006,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,8,18,10,2,0,0,0,0,0,1,0,0,0,1.0475,527886000.0
1513,5e5ec7c03a172d2456df06f9,mp-677467,Rb5Te3H4NCl18,300,0.12005641,-1.4634642153956172,31,52.707088,2230.087601314976,1.1300000000000001,0.5166000000000001,2.2640000000000002,0.7042240000000002,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,9,29,43,26,7,0,0,0,1,0,0,0,0,0,13.6635,704.254
1515,5e5ec7c03a172d2456df06fb,mp-2287,SiRh,300,9.3610757,-0.8065713849999998,8,65.4955,1399.5081000000002,1.225,0.015625,2.09,0.03609999999999998,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,16,22,16,1,0,0,0,0,0,0,1,0,0,14.3274,93214800.0
1518,5e5ec7c03a172d2456df06fe,mp-24417,MoH,300,7.76012713,0.4083192331900003,4,48.47397,2253.0240039609,0.85,0.36,2.18,0.0004000000000000007,0.5,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,8,18,13,1,0,0,0,0,0,0,0,0,1,176.343,3489690000.0
1522,5e5ec7c13a172d2456df0702,mp-505630,Ta2Cr4Si5,300,7.91248859,-0.14712245727272813,22,87.00982666666668,4507.465064088089,1.3166666666666667,0.023888888888888866,1.6866666666666668,0.02702222222222221,0.6666666666666666,0.888888888888889,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,6,24,35,33,11,2,0,0,0,1,0,0,0,0,1.54814,104426000.0
1526,5e5ec7c13a172d2456df0706,mp-698313,Rb2CuH4(C2O5)2,300,0.55050628,-1.5877346813176023,42,35.606367999999996,1081.0050799952958,1.05,0.549,2.182,0.7305760000000001,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,9,26,36,9,1,0,0,0,0,0,0,0,1,0,0.0186941,0.10385
1527,5e5ec7c23a172d2456df0707,mp-568244,TlSn2Br5,300,1.58102094,-0.8126440418750001,16,134.33243333333334,2704.546233042222,1.5,0.09499999999999999,2.18,0.3234666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,6,24,54,57,22,3,0,1,0,0,0,0,0,0,13.625,977.104
1528,5e5ec7c23a172d2456df0708,mp-647226,TaSbO4,300,1.87413717,-2.5265801312500002,24,106.23576000000001,4655.167856173867,1.1666666666666667,0.16055555555555556,2.3299999999999996,0.6664666666666667,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,6,22,36,50,16,2,0,0,0,1,0,0,0,0,3.61233,112.245
1531,5e5ec7c23a172d2456df070b,mp-774364,LiCrPO4,300,2.18956147,-2.5187744295918373,56,26.477565499999997,290.7201824438708,1.1125,0.11796875,2.0675,0.8118687499999999,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,8,23,18,1,0,0,0,0,0,1,0,0,0,0,1.88999,76.1574
1534,5e5ec7c23a172d2456df070e,mp-28845,OsO3F2,300,-2.41684188,-1.7359711314383344,24,75.0759344,6631.728415470153,0.8000000000000002,0.12666666666666668,3.206666666666667,0.5552888888888888,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,6,21,18,32,14,2,0,0,0,0,0,1,0,0,3.49274,163.257
1537,5e5ec7c33a172d2456df0711,mp-604315,Zn(BH4)2,300,-2.51479489,-0.12395982475393907,22,25.74264666666667,802.726457609689,0.8166666666666668,0.20222222222222228,1.9633333333333336,0.0533555555555556,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,5,11,18,2,0,0,0,0,0,1,0,0,0,0,9.91168,775.235
1538,5e5ec7c33a172d2456df0712,mp-12857,Mn3N2,300,6.74727912,-0.33575629295200005,5,34.4723725,418.8437508772563,1.025,0.14062499999999994,2.295,0.5550250000000001,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,13,13,2,0,0,0,1,0,0,0,0,0,0,32.8303,729582000.0
1539,5e5ec7c33a172d2456df0713,mp-8727,Ba4PtO6,300,2.93026283,-2.4823870979545464,22,116.1368,5569.727947546667,1.3666666666666665,0.40055555555555555,2.203333333333333,1.0866888888888886,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6,22,36,50,25,3,0,0,1,0,0,0,0,0,5.748,186.069
1540,5e5ec7c33a172d2456df0714,mp-8347,BaMnS2,300,3.40302028,-1.6690374482812507,16,74.77668166666666,2043.467193062672,1.5166666666666666,0.22722222222222221,1.6733333333333331,0.48362222222222223,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,6,24,37,20,8,2,0,0,0,1,0,0,0,0,4.21843,192.393
1541,5e5ec7c33a172d2456df0715,mp-850988,Co3(OF2)2,300,1.76122264,-1.8813352891400004,18,31.310332733333336,383.0102632672203,0.8166666666666668,0.14388888888888893,3.1,0.7928000000000001,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,15,2,0,0,0,0,0,0,0,0,1,0,44.04,2237330.0
1542,5e5ec7c43a172d2456df0716,mp-776849,Li4V3Sn3(SbO8)2,300,4.63783519,-2.2024093401785723,28,62.87038,2410.6665993775996,1.2600000000000002,0.11040000000000001,2.0119999999999996,0.650856,0.8,0.9600000000000002,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,10,31,47,38,9,0,0,0,0,0,0,0,1,0,2.06129,120.18
1543,5e5ec7c43a172d2456df0717,mp-622171,VSb2O5,300,3.69125322,-2.03551313984375,32,62.900299999999994,1935.7238674466669,1.1333333333333333,0.1438888888888889,2.3733333333333335,0.598288888888889,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,6,22,29,20,5,0,0,0,0,1,0,0,0,0,11.5565,654.229
1546,5e5ec7c43a172d2456df071a,mp-754266,Li8TiS6,300,2.11735519,-1.560097452069445,15,28.957666666666665,283.9840062222222,1.2833333333333334,0.040555555555555546,1.7,0.4394666666666667,1.3333333333333333,0.888888888888889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,17,16,2,0,0,0,0,1,0,0,0,0,0,4.82553,283.499
1548,5e5ec7c43a172d2456df071c,mp-567855,RbGeI3,300,1.37740518,-0.7987582910689657,20,95.00409,536.2425308788667,1.6666666666666667,0.23722222222222225,1.83,0.5804666666666668,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6,24,54,30,8,0,0,0,0,1,0,0,0,0,13.2258,767.34
1549,5e5ec7c43a172d2456df071d,mp-770954,Li4Nb2V3Cr3O16,300,4.45966301,-2.616007502857144,28,43.756876,932.212715425504,1.25,0.10699999999999998,1.8619999999999997,0.686256,1.2,0.9600000000000002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,10,31,42,15,1,0,0,0,0,0,0,1,0,0,1.90903,79.0474
1550,5e5ec7c53a172d2456df071e,mp-738615,HgH3CSO3,300,-1.14125865,-1.0173890908247232,36,52.334608,5594.242002065056,0.8099999999999999,0.1764,2.554,0.24358399999999997,0.6,0.6399999999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,9,26,24,32,18,2,0,0,0,0,0,1,0,0,8.11292,760.5
1554,5e5ec7c53a172d2456df0722,mp-707543,H6C(N3O2)2,300,-1.17890234,-0.5989992248382353,68,10.756185,33.664809941674996,0.5499999999999999,0.031249999999999997,2.8075,0.22236874999999992,0.25,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,1,0,0.0932496,0.560787
1555,5e5ec7c53a172d2456df0723,mp-755526,Ba2Ti6N2O11,300,2.96315268,-3.21226252385762,21,53.800025,2506.088075811874,1.2000000000000002,0.40124999999999994,2.2275,1.09796875,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,8,27,28,20,8,2,0,0,0,0,0,1,0,0,3.11812,209.789
1557,5e5ec7c53a172d2456df0725,mp-672372,K2S5,300,1.35456983,-0.9997082691160719,28,35.581649999999996,12.366827222500014,1.6,0.3600000000000001,1.7,0.7744000000000001,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,16,14,1,0,0,0,0,0,1,0,0,0,0,1.83994,109.365
1560,5e5ec7c63a172d2456df0728,mp-8299,Sr4As2O,300,2.43716439,-1.7180510069642858,7,59.513666666666666,973.6205955288889,1.25,0.3316666666666667,2.19,1.0334,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,6,22,36,13,2,0,0,1,0,0,0,0,0,0,11.5392,1830.24
